Thu Jun 25 11:12:45 2020 Epoch 4, lr: 0.0002965, train loss: 0.37487, val loss: 0.33657, acc: 42.42709, qwk: 0.75164
Thu Jun 25 12:16:07 2020 Epoch 5, lr: 0.0002921, train loss: 0.34533, val loss: 0.30610, acc: 48.35372, qwk: 0.77973
Thu Jun 25 13:19:34 2020 Epoch 6, lr: 0.0002861, train loss: 0.32780, val loss: 0.30945, acc: 51.59925, qwk: 0.77718
Thu Jun 25 14:22:56 2020 Epoch 7, lr: 0.0002785, train loss: 0.31406, val loss: 0.29405, acc: 45.39040, qwk: 0.77631
Thu Jun 25 15:26:19 2020 Epoch 8, lr: 0.0002694, train loss: 0.30175, val loss: 0.29931, acc: 58.51364, qwk: 0.80737
Thu Jun 25 16:29:41 2020 Epoch 9, lr: 0.0002589, train loss: 0.29252, val loss: 0.30653, acc: 51.97554, qwk: 0.77679
Thu Jun 25 17:32:54 2020 Epoch 10, lr: 0.0002471, train loss: 0.28188, val loss: 0.27590, acc: 53.29257, qwk: 0.82943
Thu Jun 25 18:36:15 2020 Epoch 11, lr: 0.0002342, train loss: 0.27543, val loss: 0.34459, acc: 54.89182, qwk: 0.80760
Thu Jun 25 19:39:51 2020 Epoch 12, lr: 0.0002203, train loss: 0.26304, val loss: 0.26521, acc: 56.25588, qwk: 0.82766
Thu Jun 25 20:43:15 2020 Epoch 13, lr: 0.0002055, train loss: 0.25722, val loss: 0.31997, acc: 45.20226, qwk: 0.76465
Thu Jun 25 21:46:36 2020 Epoch 14, lr: 0.0001901, train loss: 0.25111, val loss: 0.27996, acc: 56.44403, qwk: 0.80379
Thu Jun 25 22:49:48 2020 Epoch 15, lr: 0.0001743, train loss: 0.23519, val loss: 0.28695, acc: 53.66886, qwk: 0.80528
Thu Jun 25 23:53:04 2020 Epoch 16, lr: 0.0001581, train loss: 0.22846, val loss: 0.34021, acc: 60.95955, qwk: 0.79184
Fri Jun 26 00:56:25 2020 Epoch 17, lr: 0.0001419, train loss: 0.21969, val loss: 0.28329, acc: 61.90028, qwk: 0.83802
Fri Jun 26 01:59:55 2020 Epoch 18, lr: 0.0001257, train loss: 0.20879, val loss: 0.28014, acc: 56.82032, qwk: 0.84509
Fri Jun 26 03:03:25 2020 Epoch 19, lr: 0.0001099, train loss: 0.20433, val loss: 0.27855, acc: 61.42992, qwk: 0.84404
Fri Jun 26 04:06:49 2020 Epoch 20, lr: 0.0000945, train loss: 0.19425, val loss: 0.28641, acc: 63.35842, qwk: 0.83793
Fri Jun 26 05:10:16 2020 Epoch 21, lr: 0.0000797, train loss: 0.18676, val loss: 0.31354, acc: 58.88993, qwk: 0.80980
Fri Jun 26 06:13:46 2020 Epoch 22, lr: 0.0000658, train loss: 0.17973, val loss: 0.29204, acc: 63.59360, qwk: 0.85048
Fri Jun 26 07:17:20 2020 Epoch 23, lr: 0.0000529, train loss: 0.16981, val loss: 0.27458, acc: 63.87582, qwk: 0.84726
Fri Jun 26 08:20:49 2020 Epoch 24, lr: 0.0000411, train loss: 0.16349, val loss: 0.29654, acc: 65.38100, qwk: 0.85448
Fri Jun 26 09:24:19 2020 Epoch 25, lr: 0.0000306, train loss: 0.15997, val loss: 0.28148, acc: 63.96990, qwk: 0.84971
Fri Jun 26 10:27:52 2020 Epoch 26, lr: 0.0000215, train loss: 0.15504, val loss: 0.27552, acc: 63.92286, qwk: 0.84822
Fri Jun 26 11:31:14 2020 Epoch 27, lr: 0.0000139, train loss: 0.15221, val loss: 0.30529, acc: 65.80433, qwk: 0.84850
Fri Jun 26 12:34:35 2020 Epoch 28, lr: 0.0000079, train loss: 0.14787, val loss: 0.30846, acc: 66.32173, qwk: 0.85199
